code_national_tri,libelle_tri,liste_libelle_risque,libelle_bassin_risques,date_arrete_pcb,date_arrete_carte,date_arrete_pcb_local,date_arrete_prefet_parties_prenantes,date_arrete_approbation,date_arrete_national,code_insee,libelle_commune
01DREAL20160001,Lyon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,,,06/11/2012,01238,MASSIEUX
01DREAL20160001,Lyon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,,,06/11/2012,01243,MESSIMY-SUR-SAONE
01DREAL20160001,Lyon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,,,06/11/2012,01249,MIRIBEL
01DREAL20160001,Lyon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,,,06/11/2012,01250,MISERIEUX
01DREAL20160001,Lyon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,,,06/11/2012,01275,NEYRON
01DREAL20160001,Lyon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,,,06/11/2012,01276,NIEVROZ
01DREAL20160001,Lyon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,,,06/11/2012,01285,PARCIEUX
71DREAL20140002,TRI du Mâconnais,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",RMC,12/12/2012,20/12/2013,15/02/2016,04/03/2016,21/12/2016,27/04/2012,01306,PONT-DE-VEYLE
71DREAL20140002,TRI du Mâconnais,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",RMC,12/12/2012,20/12/2013,15/02/2016,04/03/2016,21/12/2016,27/04/2012,01320,REPLONGES
01DREAL20160001,Lyon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,,,06/11/2012,01322,REYRIEUX
01DREAL20160001,Lyon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,,,06/11/2012,01339,SAINT-BERNARD
01DREAL20160001,Lyon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,,,06/11/2012,01347,SAINT-DIDIER-DE-FORMANS
01DREAL20160001,Lyon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,,,06/11/2012,01353,SAINTE-EUPHEMIE
71DREAL20140002,TRI du Mâconnais,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",RMC,12/12/2012,20/12/2013,15/02/2016,04/03/2016,21/12/2016,27/04/2012,01370,SAINT-LAURENT-SUR-SAONE
01DREAL20160001,Lyon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,,,06/11/2012,01376,SAINT-MAURICE-DE-BEYNOST
01DREAL20160001,Lyon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,,,06/11/2012,01418,THIL
01DREAL20160001,Lyon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,,,06/11/2012,01423,TOUSSIEUX
01DREAL20160001,Lyon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,,,06/11/2012,01427,TREVOUX
80DREAL20130001,CHAUNY-TERGNIER-LA FERE,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant de l'Oise,27/11/2012,20/12/2013,08/12/2014,,,,02001,ABBECOURT
80DREAL20130001,CHAUNY-TERGNIER-LA FERE,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant de l'Oise,27/11/2012,20/12/2013,08/12/2014,,,,02016,ANDELAIN
80DREAL20130001,CHAUNY-TERGNIER-LA FERE,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant de l'Oise,27/11/2012,20/12/2013,08/12/2014,,,,02041,AUTREVILLE
80DREAL20130001,CHAUNY-TERGNIER-LA FERE,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant de l'Oise,27/11/2012,20/12/2013,08/12/2014,,,,02059,BEAUTOR
80DREAL20130001,CHAUNY-TERGNIER-LA FERE,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant de l'Oise,27/11/2012,20/12/2013,08/12/2014,,,,02165,CHARMES
80DREAL20130001,CHAUNY-TERGNIER-LA FERE,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant de l'Oise,27/11/2012,20/12/2013,08/12/2014,,,,02173,CHAUNY
80DREAL20130001,CHAUNY-TERGNIER-LA FERE,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant de l'Oise,27/11/2012,20/12/2013,08/12/2014,,,,02212,CONDREN
80DREAL20130001,CHAUNY-TERGNIER-LA FERE,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant de l'Oise,27/11/2012,20/12/2013,08/12/2014,,,,02260,DANIZY
80DREAL20130001,CHAUNY-TERGNIER-LA FERE,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant de l'Oise,27/11/2012,20/12/2013,08/12/2014,,,,02304,LA FERE
80DREAL20130001,CHAUNY-TERGNIER-LA FERE,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant de l'Oise,27/11/2012,20/12/2013,08/12/2014,,,,02566,OGNES
80DREAL20130001,CHAUNY-TERGNIER-LA FERE,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant de l'Oise,27/11/2012,20/12/2013,08/12/2014,,,,02719,SINCENY
80DREAL20130001,CHAUNY-TERGNIER-LA FERE,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant de l'Oise,27/11/2012,20/12/2013,08/12/2014,,,,02738,TERGNIER
80DREAL20130001,CHAUNY-TERGNIER-LA FERE,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Bassin versant de l'Oise,27/11/2012,20/12/2013,08/12/2014,,,,02820,VIRY-NOUREUIL
03DREAL20130003,VICHY,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,,,,03001,ABREST
03DREAL20130001,MOULINS,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,25/11/2015,,,03013,AVERMES
03DREAL20130003,VICHY,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,,,,03023,BELLERIVE-SUR-ALLIER
03DREAL20130001,MOULINS,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,25/11/2015,,,03040,BRESSOLLES
03DREAL20130003,VICHY,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,,,,03060,CHARMEIL
03DREAL20130003,VICHY,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,,,,03094,CREUZIER-LE-VIEUX
03DREAL20130003,VICHY,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,,,,03095,CUSSET
03DREAL20130002,MONTLUCON,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,,,,03098,DESERTINES
03DREAL20130002,MONTLUCON,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,,,,03101,DOMERAT
03DREAL20130003,VICHY,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,,,,03126,HAUTERIVE
03DREAL20130002,MONTLUCON,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,,,,03140,LAVAULT-SAINTE-ANNE
03DREAL20130002,MONTLUCON,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,,,,03185,MONTLUCON
03DREAL20130001,MOULINS,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,25/11/2015,,,03190,MOULINS
03DREAL20130001,MOULINS,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,25/11/2015,,,03200,NEUVY
03DREAL20130002,MONTLUCON,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,,,,03262,SAINT-VICTOR
03DREAL20130003,VICHY,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,,,,03264,SAINT-YORRE
03DREAL20130001,MOULINS,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,25/11/2015,,,03286,TOULON-SUR-ALLIER
03DREAL20130003,VICHY,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,,,,03310,VICHY
03DREAL20130001,MOULINS,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",Loire Bretagne,26/11/2012,,,25/11/2015,,,03321,YZEURE
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06004,ANTIBES
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06007,AURIBEAU-SUR-SIAGNE
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06018,BIOT
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06021,BONSON
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06025,LE BROC
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06027,CAGNES-SUR-MER
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06029,CANNES
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06030,LE CANNET
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06031,CANTARON
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06033,CARROS
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06034,CASTAGNIERS
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06044,LA COLLE-SUR-LOUP
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06046,COLOMARS
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06048,CONTES
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06054,DRAP
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06064,GATTIERES
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06065,LA GAUDE
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06066,GILETTE
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06069,GRASSE
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06079,MANDELIEU-LA-NAPOULE
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06085,MOUGINS
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06088,NICE
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06090,PEGOMAS
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06108,LA ROQUETTE-SUR-SIAGNE
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06109,LA ROQUETTE-SUR-VAR
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06117,SAINT-BLAISE
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06122,SAINT-JEANNET
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06123,SAINT-LAURENT-DU-VAR
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06126,SAINT-MARTIN-DU-VAR
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06149,LA TRINITE
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06155,VALLAURIS
06DREAL20140006,TRI Nice Cannes Mandelieu,"[{'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}, {'num_risque': '286', 'libelle_risque_long': 'Par submersion marine'}]",,12/12/2012,20/12/2013,,,,,06161,VILLENEUVE-LOUBET
84DREAL20140001,TRI Avignon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,,01/08/2014,,,,06/11/2012,07042,BOURG-SAINT-ANDEOL
26DREAL20160001,Plaine de Valende,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,27/04/2016,,06/11/2012,07055,CHARMES-SUR-RHONE
26DREAL20160001,Plaine de Valende,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,27/04/2016,,06/11/2012,07070,CORNAS
26DREAL20160001,Plaine de Valende,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,27/04/2016,,06/11/2012,07102,GUILHERAND-GRANGES
26DREAL20160002,Montelimar,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,27/04/2016,,06/11/2012,07157,MEYSSE
26DREAL20160002,Montelimar,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,27/04/2016,,06/11/2012,07191,ROCHEMAURE
26DREAL20160001,Plaine de Valende,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,27/04/2016,,06/11/2012,07240,SAINT-GEORGES-LES-BAINS
84DREAL20140001,TRI Avignon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,,01/08/2014,,,,06/11/2012,07259,SAINT-JUST-D'ARDECHE
84DREAL20140001,TRI Avignon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,,01/08/2014,,,,06/11/2012,07264,SAINT-MARCEL-D'ARDECHE
84DREAL20140001,TRI Avignon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,,01/08/2014,,,,06/11/2012,07268,SAINT-MARTIN-D'ARDECHE
84DREAL20140001,TRI Avignon,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,,01/08/2014,,,,06/11/2012,07279,SAINT-MONTAN
26DREAL20160001,Plaine de Valende,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,27/04/2016,,06/11/2012,07281,SAINT-PERAY
42DREAL20160001,Vienne,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,,16/03/2016,,06/11/2012,07313,SERRIERES
26DREAL20160001,Plaine de Valende,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}, {'num_risque': '183', 'libelle_risque_long': ""Par une crue torrentielle ou à montée rapide de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,27/04/2016,,06/11/2012,07316,SOYONS
26DREAL20160002,Montelimar,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,27/04/2016,,06/11/2012,07319,LE TEIL
26DREAL20160002,Montelimar,"[{'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,12/12/2012,20/12/2013,15/02/2016,27/04/2016,,06/11/2012,07346,VIVIERS
10DREAL20190001,TRI de Troyes,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,20/12/2013,,,,,,10030,BARBEREY-SAINT-SULPICE
10DREAL20190001,TRI de Troyes,"[{'num_risque': '140', 'libelle_risque_long': 'Inondation'}, {'num_risque': '180', 'libelle_risque_long': ""Par une crue à débordement lent de cours d'eau""}]",,20/12/2013,,,,,,10060,BREVIANDES
